Gene_set,Term,Overlap,P-value,Adjusted P-value,Odds Ratio,Combined Score,Genes,group,category,n_genes
GO_Cellular_Component_2021_fixed.gmt,alveolar lamellar body (GO:0097208),1/6,0.03699954498274161,0.08895635283084687,43.56198347107438,143.6173105775074,CTSH,5,GO_CC,100
GO_Cellular_Component_2021_fixed.gmt,autophagosome (GO:0005776),1/69,0.35258161429414697,0.45274684562771145,3.4783829309376753,3.626120823499546,GABARAP,5,GO_CC,100
GO_Cellular_Component_2021_fixed.gmt,autophagosome membrane (GO:0000421),1/22,0.12919313735667054,0.20931261095698572,11.128150918848593,22.773168898763696,GABARAP,5,GO_CC,100
GO_Cellular_Component_2021_fixed.gmt,azurophil granule (GO:0042582),4/155,0.016096166776435824,0.04229922897063368,4.888848738888488,20.18690770759213,LYZ;GRN;MNDA;ANXA2,5,GO_CC,100
GO_Cellular_Component_2021_fixed.gmt,azurophil granule lumen (GO:0035578),4/90,0.0024079651107087085,0.007558334930835668,8.611915109067128,51.92100574244423,LYZ;GRN;MNDA;ANXA2,5,GO_CC,100
GO_Cellular_Component_2021_fixed.gmt,basolateral plasma membrane (GO:0016323),1/151,0.6151393731816707,0.6814779330345959,1.5717538275677811,0.7637252657159249,ANXA2,5,GO_CC,100
GO_Cellular_Component_2021_fixed.gmt,bounding membrane of organelle (GO:0098588),15/767,6.47293657241416e-05,0.00025222132161475865,3.823527372526361,36.87905168247861,AP2S1;ARF3;HLA-DRB1;HLA-DPB1;HLA-DRA;AP1S2;HLA-DQA2;HLA-DQB1;HLA-DPA1;HLA-DQB2;HLA-DQA1;HLA-DRB5;RAC1;TYROBP;CD74,5,GO_CC,100
GO_Cellular_Component_2021_fixed.gmt,calcium channel complex (GO:0034704),1/45,0.24666317641638402,0.36198621993573243,5.365679264555669,7.510510452987479,CACNA2D3,5,GO_CC,100
GO_Cellular_Component_2021_fixed.gmt,cell-cell junction (GO:0005911),1/271,0.8214434262790726,0.8515881391700478,0.865181029691196,0.17017436899091898,ANXA2,5,GO_CC,100
GO_Cellular_Component_2021_fixed.gmt,cell-substrate junction (GO:0030055),7/394,0.011441357211573617,0.03153349670506875,3.2618074365919725,14.581977543006923,LAP3;TNFSF13B;ANXA5;VIM;TPM4;RAC1;GSN,5,GO_CC,100
GO_Cellular_Component_2021_fixed.gmt,clathrin adaptor complex (GO:0030131),1/13,0.0784620509950909,0.14300341552331086,19.155524475524476,48.75349535444413,AP2S1,5,GO_CC,100
GO_Cellular_Component_2021_fixed.gmt,clathrin coat of coated pit (GO:0030132),1/10,0.060912509382069435,0.12514751927588813,25.21126242178874,70.54909708619961,AP2S1,5,GO_CC,100
GO_Cellular_Component_2021_fixed.gmt,clathrin coat of endocytic vesicle (GO:0030128),1/7,0.04303348743868474,0.09534870746218384,36.85691231845078,115.9436155901214,AP2S1,5,GO_CC,100
GO_Cellular_Component_2021_fixed.gmt,clathrin-coated endocytic vesicle (GO:0045334),11/85,3.88273988605956e-12,3.656246726039419e-11,28.49178807224314,748.6069174440844,AP2S1;HLA-DRB1;HLA-DPB1;HLA-DRA;HLA-DQA2;HLA-DQB1;HLA-DPA1;HLA-DQB2;HLA-DQA1;HLA-DRB5;CD74,5,GO_CC,100
GO_Cellular_Component_2021_fixed.gmt,clathrin-coated endocytic vesicle membrane (GO:0030669),11/69,3.58949055834411e-13,8.11224866185769e-12,36.335556945313044,1041.2170374346392,AP2S1;HLA-DRB1;HLA-DPB1;HLA-DRA;HLA-DQA2;HLA-DQB1;HLA-DPA1;HLA-DQB2;HLA-DQA1;HLA-DRB5;CD74,5,GO_CC,100
GO_Cellular_Component_2021_fixed.gmt,clathrin-coated vesicle (GO:0030136),1/80,0.3960813495017393,0.48649122275757106,2.9941944847605226,2.77303028767869,AP2S1,5,GO_CC,100
GO_Cellular_Component_2021_fixed.gmt,clathrin-coated vesicle membrane (GO:0030665),11/90,7.388399289810351e-12,6.422223998065921e-11,26.688091220534847,684.0454020125035,AP2S1;HLA-DRB1;HLA-DPB1;HLA-DRA;HLA-DQA2;HLA-DQB1;HLA-DPA1;HLA-DQB2;HLA-DQA1;HLA-DRB5;CD74,5,GO_CC,100
GO_Cellular_Component_2021_fixed.gmt,coated vesicle (GO:0030135),1/84,0.4111739844341636,0.49428361958574984,2.8497550353837777,2.5326879681000314,YIF1B,5,GO_CC,100
GO_Cellular_Component_2021_fixed.gmt,coated vesicle membrane (GO:0030662),10/55,1.1346184151635147e-12,1.4245764545941907e-11,42.02030769230769,1155.7569957104963,HLA-DRB1;HLA-DPB1;HLA-DRA;HLA-DQA2;HLA-DQB1;HLA-DPA1;HLA-DQB2;HLA-DQA1;HLA-DRB5;CD74,5,GO_CC,100
GO_Cellular_Component_2021_fixed.gmt,collagen-containing extracellular matrix (GO:0062023),11/380,2.197527651104048e-05,9.19706016943546e-05,5.595333179312848,60.01326375923439,S100A10;ANXA2;TGFBI;SERPINF1;LGALS9;CSTB;ANXA5;LGALS1;CTSH;CFP;PLSCR1,5,GO_CC,100
GO_Cellular_Component_2021_fixed.gmt,cortical actin cytoskeleton (GO:0030864),2/42,0.028341169694635068,0.07116782612208361,9.968916907451186,35.52363499120374,COTL1;GSN,5,GO_CC,100
GO_Cellular_Component_2021_fixed.gmt,cortical cytoskeleton (GO:0030863),2/58,0.05105468532581883,0.11094575849649092,7.135818740977845,21.22804717863894,COTL1;GSN,5,GO_CC,100
GO_Cellular_Component_2021_fixed.gmt,cytoplasmic side of plasma membrane (GO:0009898),1/55,0.2927261184926759,0.3985307396346069,4.377301597485084,5.3775931748652175,RGS2,5,GO_CC,100
GO_Cellular_Component_2021_fixed.gmt,cytoplasmic vesicle lumen (GO:0060205),5/115,0.0007529880900551942,0.0026589891930074044,8.343924920395509,60.005011878085774,COTL1;CSTB;CTSH;GSTP1;GSN,5,GO_CC,100
GO_Cellular_Component_2021_fixed.gmt,cytoplasmic vesicle membrane (GO:0030659),14/380,7.64053265385228e-08,4.3169009494265385e-07,7.47951866232903,122.56846862922637,AP2S1;HLA-DRB1;HLA-DPB1;HLA-DRA;AP1S2;HLA-DQA2;HLA-DQB1;HLA-DPA1;HLA-DQB2;HLA-DQA1;HLA-DRB5;RAC1;TYROBP;CD74,5,GO_CC,100
GO_Cellular_Component_2021_fixed.gmt,cytoskeleton (GO:0005856),7/600,0.08081991351742104,0.14496270202331077,2.089911702476575,5.257239533602675,LSP1;BASP1;CAPG;VIM;TPM4;RAC1;GSN,5,GO_CC,100
GO_Cellular_Component_2021_fixed.gmt,dendrite (GO:0030425),1/270,0.8202909320336305,0.8515881391700478,0.8684691931445179,0.1720404526117081,ZNF385A,5,GO_CC,100
GO_Cellular_Component_2021_fixed.gmt,early endosome (GO:0005769),2/266,0.49916521422279464,0.5875590542414145,1.4964002734987734,1.039726065804536,PLD4;PRDX3,5,GO_CC,100
GO_Cellular_Component_2021_fixed.gmt,early phagosome (GO:0032009),1/12,0.07264844087256801,0.1415392037689687,20.823046518698693,54.60059649482492,SYK,5,GO_CC,100
GO_Cellular_Component_2021_fixed.gmt,endocytic vesicle (GO:0030139),12/189,1.7840803950293483e-09,1.1858887331665668e-08,13.093353509486672,263.7572625693218,AP2S1;HLA-DRB1;HLA-DPB1;HLA-DRA;PLD4;HLA-DQA2;HLA-DQB1;HLA-DPA1;HLA-DQB2;HLA-DQA1;HLA-DRB5;CD74,5,GO_CC,100
GO_Cellular_Component_2021_fixed.gmt,endocytic vesicle membrane (GO:0030666),11/158,3.419726045112953e-09,2.1468280172097984e-08,14.298222405952874,278.72533522307106,AP2S1;HLA-DRB1;HLA-DPB1;HLA-DRA;HLA-DQA2;HLA-DQB1;HLA-DPA1;HLA-DQB2;HLA-DQA1;HLA-DRB5;CD74,5,GO_CC,100
GO_Cellular_Component_2021_fixed.gmt,endolysosome (GO:0036019),1/25,0.14548357223714584,0.2315442769408096,9.762951334379906,18.81996420225714,AP2S1,5,GO_CC,100
GO_Cellular_Component_2021_fixed.gmt,endolysosome membrane (GO:0036020),1/17,0.10135924866041997,0.16843522203863906,14.506675143038779,33.207000220096255,AP2S1,5,GO_CC,100
GO_Cellular_Component_2021_fixed.gmt,endoplasmic reticulum lumen (GO:0005788),3/285,0.264368486395337,0.37029534080159365,1.9864900999554338,2.6428490098770103,LGALS1;CFP;CST3,5,GO_CC,100
GO_Cellular_Component_2021_fixed.gmt,endoplasmic reticulum membrane (GO:0005789),3/712,0.8315632023311363,0.8542421987583492,0.7606481411065651,0.1403000079594217,YIF1B;RAC1;PLD4,5,GO_CC,100
GO_Cellular_Component_2021_fixed.gmt,endosome membrane (GO:0010008),8/325,0.0009278556208775208,0.0031772025805806015,4.610742843191113,32.195131670487704,AP2S1;ANXA2;HLA-DRB1;HLA-DMB;HLA-DRA;HLA-DMA;RAC1;HLA-DRB5,5,GO_CC,100
GO_Cellular_Component_2021_fixed.gmt,ficolin-1-rich granule (GO:0101002),9/184,2.024169159290591e-06,1.0891957857135083e-05,9.59057361419566,125.73578861098967,FCER1G;COTL1;CST3;CSTB;GSTP1;CTSH;RAC1;MNDA;GSN,5,GO_CC,100
GO_Cellular_Component_2021_fixed.gmt,ficolin-1-rich granule lumen (GO:1904813),7/123,1.1190983927357682e-05,4.863773783813146e-05,11.11571601742948,126.72363234305277,COTL1;CST3;CSTB;GSTP1;CTSH;MNDA;GSN,5,GO_CC,100
GO_Cellular_Component_2021_fixed.gmt,ficolin-1-rich granule membrane (GO:0101003),2/61,0.05585382813577936,0.11687930702487162,6.7742416115382325,19.543803651942078,FCER1G;RAC1,5,GO_CC,100
GO_Cellular_Component_2021_fixed.gmt,filopodium (GO:0030175),1/58,0.3059952176263452,0.40679364225620007,4.147826086956521,4.911796777200251,CD302,5,GO_CC,100
GO_Cellular_Component_2021_fixed.gmt,focal adhesion (GO:0005925),7/387,0.010435582225170709,0.029480519786107252,3.3239209156292944,15.165502006701383,LAP3;TNFSF13B;ANXA5;VIM;TPM4;RAC1;GSN,5,GO_CC,100
GO_Cellular_Component_2021_fixed.gmt,glutamatergic synapse (GO:0098978),1/69,0.35258161429414697,0.45274684562771145,3.4783829309376753,3.626120823499546,RAC1,5,GO_CC,100
GO_Cellular_Component_2021_fixed.gmt,integral component of Golgi membrane (GO:0030173),1/55,0.2927261184926759,0.3985307396346069,4.377301597485084,5.3775931748652175,YIF1B,5,GO_CC,100
GO_Cellular_Component_2021_fixed.gmt,integral component of endoplasmic reticulum membrane (GO:0030176),10/142,1.6772686896323608e-08,9.975334838339829e-08,14.319305660377358,256.3658901273914,HLA-DRB1;HLA-DPB1;HLA-DRA;HLA-DQA2;HLA-DQB1;HLA-DPA1;HLA-DQB2;HLA-DQA1;HLA-DRB5;CD74,5,GO_CC,100
GO_Cellular_Component_2021_fixed.gmt,integral component of lumenal side of endoplasmic reticulum membrane (GO:0071556),10/28,5.814693893959417e-16,1.642651025043535e-14,103.59243243243243,3634.123360810914,HLA-DRB1;HLA-DPB1;HLA-DRA;HLA-DQA2;HLA-DQB1;HLA-DPA1;HLA-DQB2;HLA-DQA1;HLA-DRB5;CD74,5,GO_CC,100
GO_Cellular_Component_2021_fixed.gmt,integral component of organelle membrane (GO:0031301),1/214,0.7425783152106168,0.7842182207364458,1.1017670853736428,0.3279155649302931,YIF1B,5,GO_CC,100
GO_Cellular_Component_2021_fixed.gmt,integral component of plasma membrane (GO:0005887),14/1454,0.06497843617023334,0.13111720155779227,1.7181801190825836,4.696988674283191,FCER1G;CD1C;IGSF6;HLA-DRB1;HLA-DRA;HLA-DQA2;HLA-DPA1;SEMA4A;CD1D;HLA-DQA1;FCER1A;CD33;TYROBP;PLSCR1,5,GO_CC,100
GO_Cellular_Component_2021_fixed.gmt,intermediate filament (GO:0005882),2/50,0.03905693225498165,0.09194652801693597,8.318710243474445,26.975371995536467,VIM;HLA-DRB1,5,GO_CC,100
GO_Cellular_Component_2021_fixed.gmt,intermediate filament cytoskeleton (GO:0045111),2/84,0.09718881937137247,0.16639903922674376,4.875779067268429,11.365926639128576,VIM;HLA-DRB1,5,GO_CC,100
GO_Cellular_Component_2021_fixed.gmt,intracellular membrane-bounded organelle (GO:0043231),31/5192,0.6827073195938096,0.7417877607125046,0.9212403231058497,0.35162732815840975,SAMHD1;HLA-DMB;RPS6KA4;RGS2;POMP;HLA-DPA1;HLA-DMA;SYK;TNFSF13B;PLD4;CSTB;BLVRB;AIF1;MNDA;CD74;PLSCR1;AP2S1;LAP3;AP1S2;ZNF385A;RAC1;SPI1;GSN;LGALS9;ID1;ANXA2;BASP1;CAPG;PHACTR1;CTSH;IFI30,5,GO_CC,100
GO_Cellular_Component_2021_fixed.gmt,intracellular non-membrane-bounded organelle (GO:0043232),10/1158,0.1849528639455499,0.2824280219709073,1.503369612538093,2.537168154785398,ANXA2;BASP1;CSTB;CAPG;VIM;TPM4;RAC1;MNDA;GSN;PLSCR1,5,GO_CC,100
GO_Cellular_Component_2021_fixed.gmt,intracellular organelle lumen (GO:0070013),13/848,0.0021056399649030623,0.006798209029544173,2.875986301163194,17.725094238618397,COTL1;GPX1;LYZ;CST3;CSTB;LGALS1;PRDX3;ALDH2;GSTP1;CTSH;CFP;MNDA;GSN,5,GO_CC,100
GO_Cellular_Component_2021_fixed.gmt,intrinsic component of Golgi membrane (GO:0031228),1/60,0.31470459049240984,0.41350719448421297,4.007698184168772,4.633383584054683,YIF1B,5,GO_CC,100
GO_Cellular_Component_2021_fixed.gmt,lamellar body (GO:0042599),1/13,0.0784620509950909,0.14300341552331086,19.155524475524476,48.75349535444413,CTSH,5,GO_CC,100
GO_Cellular_Component_2021_fixed.gmt,late endosome (GO:0005770),7/189,0.00017353492833271323,0.0006536482300532198,7.054376241765136,61.08477267637271,ANXA2;HLA-DRB1;HLA-DMB;HLA-DRA;HLA-DMA;GRN;HLA-DRB5,5,GO_CC,100
GO_Cellular_Component_2021_fixed.gmt,late endosome lumen (GO:0031906),1/9,0.05498974314831934,0.11687930702487162,28.179761415055534,81.73845828822964,CTSH,5,GO_CC,100
GO_Cellular_Component_2021_fixed.gmt,late endosome membrane (GO:0031902),6/68,3.9322575714195845e-06,1.9319352416104914e-05,17.771488721804513,221.18922412217543,ANXA2;HLA-DRB1;HLA-DMB;HLA-DRA;HLA-DMA;HLA-DRB5,5,GO_CC,100
GO_Cellular_Component_2021_fixed.gmt,lipid droplet (GO:0005811),1/77,0.38451213294656644,0.47747111014243965,3.1124365830248184,2.9748044362808486,ANXA2,5,GO_CC,100
GO_Cellular_Component_2021_fixed.gmt,lumenal side of endoplasmic reticulum membrane (GO:0098553),10/28,5.814693893959417e-16,1.642651025043535e-14,103.59243243243243,3634.123360810914,HLA-DRB1;HLA-DPB1;HLA-DRA;HLA-DQA2;HLA-DQB1;HLA-DPA1;HLA-DQB2;HLA-DQA1;HLA-DRB5;CD74,5,GO_CC,100
GO_Cellular_Component_2021_fixed.gmt,lysosomal lumen (GO:0043202),2/86,0.10110653734198258,0.16843522203863906,4.759536698980234,10.90686145467184,IFI30;CD74,5,GO_CC,100
GO_Cellular_Component_2021_fixed.gmt,lysosomal membrane (GO:0005765),16/330,1.4173916147652274e-10,1.0677683497898045e-09,10.317810262110106,233.97732007162645,AP2S1;ANXA2;HLA-DRB1;HLA-DMB;HLA-DPB1;HLA-DRA;AP1S2;HLA-DQA2;HLA-DQB1;HLA-DPA1;HLA-DQB2;HLA-DQA1;HLA-DMA;GRN;HLA-DRB5;CD74,5,GO_CC,100
GO_Cellular_Component_2021_fixed.gmt,lysosome (GO:0005764),18/477,5.012811730045786e-10,3.540298284344836e-09,8.101356680077068,173.48126873356588,ANXA2;HLA-DRB1;HLA-DMB;HLA-DPB1;HLA-DRA;AP1S2;HLA-DQA2;HLA-DQB1;IFI30;HLA-DPA1;CD1D;HLA-DQB2;HLA-DQA1;CTSH;HLA-DMA;GRN;HLA-DRB5;CD74,5,GO_CC,100
GO_Cellular_Component_2021_fixed.gmt,lytic vacuole (GO:0000323),5/219,0.011932361110645216,0.03210373346435498,4.258879392212726,18.860452280748653,HLA-DRA;CD1D;CTSH;IFI30;GRN,5,GO_CC,100
GO_Cellular_Component_2021_fixed.gmt,lytic vacuole membrane (GO:0098852),15/267,7.363059652462734e-11,5.943041005202064e-10,11.928661213947482,278.3190518194957,ANXA2;HLA-DRB1;HLA-DMB;HLA-DPB1;HLA-DRA;AP1S2;HLA-DQA2;HLA-DQB1;HLA-DPA1;HLA-DQB2;HLA-DQA1;HLA-DMA;GRN;HLA-DRB5;CD74,5,GO_CC,100
GO_Cellular_Component_2021_fixed.gmt,membrane raft (GO:0045121),3/163,0.08226084159390691,0.1452417984392419,3.5347497702772364,8.829310362809519,S100A10;ANXA2;PLSCR1,5,GO_CC,100
GO_Cellular_Component_2021_fixed.gmt,microbody lumen (GO:0031907),1/49,0.26543294340645207,0.37029534080159365,4.921418787398169,6.527735613773602,ACAA1,5,GO_CC,100
GO_Cellular_Component_2021_fixed.gmt,mitochondrial matrix (GO:0005759),3/348,0.37259813820713045,0.46781766241561934,1.6150818852877178,1.594497372048414,ALDH2;PRDX3;GPX1,5,GO_CC,100
GO_Cellular_Component_2021_fixed.gmt,mitochondrial membrane (GO:0031966),1/469,0.9506193684762294,0.967747645385711,0.49066728362352696,0.024848146874483945,BID,5,GO_CC,100
GO_Cellular_Component_2021_fixed.gmt,mitochondrial outer membrane (GO:0005741),1/126,0.5488272373682266,0.6328314063531593,1.889031287437662,1.1333650730250089,BID,5,GO_CC,100
GO_Cellular_Component_2021_fixed.gmt,mitotic spindle (GO:0072686),1/120,0.5313057023420408,0.6189437563366043,1.9849313866050269,1.2553057675274364,CAPG,5,GO_CC,100
GO_Cellular_Component_2021_fixed.gmt,multivesicular body (GO:0005771),1/47,0.2561064348025554,0.37029534080159365,5.133995037220844,6.993333769123263,CTSH,5,GO_CC,100
GO_Cellular_Component_2021_fixed.gmt,multivesicular body lumen (GO:0097486),1/7,0.04303348743868474,0.09534870746218384,36.85691231845078,115.9436155901214,CTSH,5,GO_CC,100
GO_Cellular_Component_2021_fixed.gmt,neuron projection (GO:0043005),1/556,0.9721329173295257,0.9808126755199679,0.41053545914031964,0.01160285597639912,ZNF385A,5,GO_CC,100
GO_Cellular_Component_2021_fixed.gmt,nuclear lumen (GO:0031981),4/745,0.6945784703544989,0.7474987347624608,0.9465967091760142,0.3449872983541628,CAPG;MNDA;CSTB;PLSCR1,5,GO_CC,100
GO_Cellular_Component_2021_fixed.gmt,nucleolus (GO:0005730),4/733,0.6821123737985182,0.7417877607125046,0.963248500372718,0.3685011783049637,CAPG;MNDA;CSTB;PLSCR1,5,GO_CC,100
GO_Cellular_Component_2021_fixed.gmt,nucleus (GO:0005634),20/4484,0.9829938312457233,0.9829938312457233,0.6088699742412365,0.010443602225155953,SAMHD1;RPS6KA4;POMP;RGS2;SYK;PLD4;CSTB;AIF1;CD74;PLSCR1;LAP3;ZNF385A;SPI1;GSN;LGALS9;ID1;ANXA2;BASP1;CAPG;PHACTR1,5,GO_CC,100
GO_Cellular_Component_2021_fixed.gmt,organelle outer membrane (GO:0031968),1/142,0.5924553209529898,0.6694745126768784,1.673058390372878,0.8758122991701703,BID,5,GO_CC,100
GO_Cellular_Component_2021_fixed.gmt,peroxisomal matrix (GO:0005782),1/49,0.26543294340645207,0.37029534080159365,4.921418787398169,6.527735613773602,ACAA1,5,GO_CC,100
GO_Cellular_Component_2021_fixed.gmt,peroxisome (GO:0005777),2/128,0.19113860339653382,0.2879821624507776,3.1675216550332186,5.241476863445193,ACAA1;VIM,5,GO_CC,100
GO_Cellular_Component_2021_fixed.gmt,phagocytic vesicle (GO:0045335),2/100,0.12966267935388495,0.20931261095698572,4.078014184397163,8.330644756159934,SYK;PLD4,5,GO_CC,100
GO_Cellular_Component_2021_fixed.gmt,podosome (GO:0002102),1/13,0.0784620509950909,0.14300341552331086,19.155524475524476,48.75349535444413,GSN,5,GO_CC,100
GO_Cellular_Component_2021_fixed.gmt,polymeric cytoskeletal fiber (GO:0099513),6/256,0.005264656667362057,0.015655426405576642,4.360647126799034,22.87917885376256,COTL1;HLA-DRB1;VIM;TPM4;AIF1;RAC1,5,GO_CC,100
GO_Cellular_Component_2021_fixed.gmt,recycling endosome (GO:0055037),1/145,0.6001594430122458,0.6714655154493443,1.6378880634935997,0.8362399998364037,RAC1,5,GO_CC,100
GO_Cellular_Component_2021_fixed.gmt,recycling endosome membrane (GO:0055038),1/58,0.3059952176263452,0.40679364225620007,4.147826086956521,4.911796777200251,RAC1,5,GO_CC,100
GO_Cellular_Component_2021_fixed.gmt,secretory granule lumen (GO:0034774),11/316,3.849529080682569e-06,1.9319352416104914e-05,6.806687690444826,84.86278537029398,ANXA2;COTL1;LYZ;ACAA1;CSTB;GSTP1;CTSH;CFP;GRN;MNDA;GSN,5,GO_CC,100
GO_Cellular_Component_2021_fixed.gmt,secretory granule membrane (GO:0030667),4/274,0.0926073087045603,0.16099424436331253,2.7092165090330154,6.4462751181632525,FCER1G;CD33;RAC1;TYROBP,5,GO_CC,100
GO_Cellular_Component_2021_fixed.gmt,specific granule (GO:0042581),4/160,0.017878797098283244,0.04591600163877288,4.730556656794384,19.036421261437734,LYZ;ACAA1;CD33;CFP,5,GO_CC,100
GO_Cellular_Component_2021_fixed.gmt,specific granule lumen (GO:0035580),3/62,0.006838322199850383,0.019813600220079317,9.620397799407533,47.95973092274384,LYZ;ACAA1;CFP,5,GO_CC,100
GO_Cellular_Component_2021_fixed.gmt,specific granule membrane (GO:0035579),1/91,0.4366962442354706,0.519438690511665,2.627709307267318,2.177102932767741,CD33,5,GO_CC,100
GO_Cellular_Component_2021_fixed.gmt,spindle (GO:0005819),1/192,0.703688946378662,0.750158971139517,1.2307509722653325,0.4325091011477097,CAPG,5,GO_CC,100
GO_Cellular_Component_2021_fixed.gmt,tertiary granule (GO:0070820),8/164,7.966218486689056e-06,3.600730755983453e-05,9.489635188349803,111.41117013378003,FCER1G;LYZ;CST3;CSTB;CTSH;CFP;CD33;RAC1,5,GO_CC,100
GO_Cellular_Component_2021_fixed.gmt,tertiary granule lumen (GO:1904724),5/55,2.2821588663579003e-05,9.210141139230098e-05,18.354308764209755,196.167247263498,LYZ;CST3;CSTB;CTSH;CFP,5,GO_CC,100
GO_Cellular_Component_2021_fixed.gmt,tertiary granule membrane (GO:0070821),2/73,0.0764997052500564,0.14300341552331086,5.6313544611416955,14.475218641430672,FCER1G;CD33,5,GO_CC,100
GO_Cellular_Component_2021_fixed.gmt,trans-Golgi network (GO:0005802),16/239,1.0770311507127047e-12,1.4245764545941907e-11,14.637702678624459,403.36843245752885,MS4A6A;TGFBI;HLA-DRB1;HLA-DPB1;HLA-DRA;PLD4;AP1S2;HLA-DQA2;HLA-DQB1;HLA-DPA1;HLA-DQB2;HLA-DQA1;HLA-DRB5;GRN;RAC1;CD74,5,GO_CC,100
GO_Cellular_Component_2021_fixed.gmt,trans-Golgi network membrane (GO:0032588),12/99,8.415793268035433e-13,1.4245764545941907e-11,26.77331759149941,744.3918317048559,HLA-DRB1;HLA-DPB1;HLA-DRA;PLD4;AP1S2;HLA-DQA2;HLA-DQB1;HLA-DPA1;HLA-DQB2;HLA-DQA1;HLA-DRB5;CD74,5,GO_CC,100
GO_Cellular_Component_2021_fixed.gmt,transport vesicle membrane (GO:0030658),10/60,2.853519383692428e-12,2.9313426396113124e-11,37.84324752475248,1005.9669167970683,HLA-DRB1;HLA-DPB1;HLA-DRA;HLA-DQA2;HLA-DQB1;HLA-DPA1;HLA-DQB2;HLA-DQA1;HLA-DRB5;CD74,5,GO_CC,100
GO_Cellular_Component_2021_fixed.gmt,vacuolar lumen (GO:0005775),6/161,0.0005006287269328091,0.0018248724562389496,7.084423276841622,53.8391075701671,ANXA2;LYZ;IFI30;GRN;MNDA;CD74,5,GO_CC,100
GO_Cellular_Component_2021_fixed.gmt,vacuolar membrane (GO:0005774),1/45,0.24666317641638402,0.36198621993573243,5.365679264555669,7.510510452987479,GABARAP,5,GO_CC,100
GO_Cellular_Component_2021_fixed.gmt,vesicle (GO:0031982),3/226,0.16832378954510552,0.2641748363694017,2.5241819966845314,4.4977536631169865,BASP1;ANXA2;GSTP1,5,GO_CC,100
GO_Cellular_Component_2021_fixed.gmt,vesicle membrane (GO:0012506),1/73,0.36874593014051976,0.46781766241561934,3.2853146853146855,3.2775856812412467,AP1S2,5,GO_CC,100
